emotion,gender,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
happy,male,-29.26085052849323,-30.66590478757821,-31.17367212556906,-29.816608089311355,-28.471839980003587,-26.71956900657796,-26.184114911398925,-25.89319413576993,-24.860467554036934,-25.36168942010831,-25.73751986957262,-26.213795195256044,-27.651388626079303,-27.6645768036018,-27.033951949260462,-26.79272519860294,-27.001661672238644,-26.986733245022112,-27.15336969768952,-27.247544619548965,-27.67675486705597,-27.886919654591452,-28.30441099112069,-29.219548187994018,-30.654446110867653,-30.80824807326074,-30.110300553068758,-29.320093273053313,-28.847626266623582,-29.10234487796594,-29.725204247709815,-30.94422444023065,-31.76479901114955,-31.785394676257862,-31.551226886298156,-32.02179999055493,-31.368854580069954,-30.96047814973216,-31.243645879159768,-31.234044902333853,-30.827269579670944,-31.07559392227705,-31.43248965052462,-31.725267008447187,-31.147259687075795,-31.20189850057186,-31.259675276914486,-31.236478045842127,-30.248532505593907,-31.3285238539779,-31.50248770738552,-30.73118902169256,-31.627008356211427,-30.15724769244501,-30.844421528855502,-30.086734642296705,-30.960001125022785,-30.454843289442238,-31.247780941199643,-31.242404750427102,-30.80587887362612,-30.573619059897894,-30.624385475188177,-30.344133583387812,-30.331692851482007,-30.67695421583352,-31.169771762032,-31.113466484892907,-31.235902581971512,-31.12622283479969,-31.183450999191184,-30.29703819273292,-31.019311676151666,-30.96967288879612,-31.024930194988592,-31.26478331296053,-30.88654148333884,-31.06064753976095,-30.71814976215293,-31.19495559588679,-31.577452125248236,-31.3825517084853,-31.51052764738254,-31.211273285931977,-30.871726687292377,-30.922927647952662,-31.495268390724146,-31.002677775220995,-31.638721833331093,-31.310869732034323,-31.101063007895007,-30.50926445261083,-30.68708834716015,-30.59637739349703,-30.7662036098913,-30.894352347393536,-30.754314515022408,-30.956892597767624,-30.985429842224452,-31.10050384362248,-30.637181992097954,-31.16095306504942,-30.947348252632704,-30.88457843995296,-30.805636365415015,-30.901442073077835,-30.833902575996046,-30.5636915313103,-30.6515653732386,-30.770341466490887,-30.65373879226481,-30.54223749057295,-30.48265087331867,-30.641454297828005,-30.533063259726156,-30.664908393050865,-30.65909085540974,-30.432439352486714,-30.575181633620304,-30.33202777564787,-30.53982216094425,-30.674252594027937,-30.982650073106868,-31.120632116373525,-30.770537527636314,-31.100846871422316,-30.94321433717001,-30.644804310546395
happy,male,-36.44831466674805,-40.91411209106445,-48.71455764770508,-47.96779251098633,-44.74648666381836,-40.52284240722656,-38.61287307739258,-38.556705474853516,-39.02447509765625,-39.55064010620117,-40.54484176635742,-41.75044631958008,-44.517677307128906,-45.469329833984375,-45.482200622558594,-45.35056686401367,-45.487144470214844,-45.38506317138672,-45.83085632324219,-46.426029205322266,-47.1638298034668,-47.77227783203125,-48.6827507019043,-50.010108947753906,-51.95387649536133,-53.418540954589844,-53.742088317871094,-53.11509704589844,-52.00012969970703,-51.29831314086914,-52.049964904785156,-53.72209930419922,-55.52954864501953,-56.88031005859375,-57.763179779052734,-58.415771484375,-57.42576599121094,-56.707275390625,-56.576683044433594,-56.53761672973633,-56.93594741821289,-57.288818359375,-57.12974548339844,-57.57221603393555,-57.67972183227539,-58.58784866333008,-58.65013885498047,-57.12136459350586,-54.748924255371094,-55.603214263916016,-56.50534439086914,-55.965293884277344,-57.65951919555664,-56.53195571899414,-56.06625747680664,-54.997989654541016,-55.48777770996094,-55.26028823852539,-56.963497161865234,-57.85359573364258,-57.50068664550781,-57.0779914855957,-57.09306335449219,-58.132633209228516,-58.712947845458984,-58.353759765625,-59.431732177734375,-60.733245849609375,-60.87871170043945,-60.59520721435547,-60.615570068359375,-60.991737365722656,-62.426876068115234,-62.22042465209961,-61.27131271362305,-61.83101272583008,-61.89791488647461,-62.49359130859375,-62.39076232910156,-62.482112884521484,-62.612030029296875,-63.66663360595703,-64.5796127319336,-64.48458099365234,-64.75007629394531,-65.50711822509766,-63.618003845214844,-63.358917236328125,-63.77427291870117,-62.445770263671875,-62.28356170654297,-62.48268508911133,-62.090110778808594,-61.926849365234375,-62.42820358276367,-62.6904296875,-62.59103775024414,-63.07426834106445,-64.18844604492188,-64.73822021484375,-66.02508544921875,-66.39749145507812,-66.73153686523438,-66.43145751953125,-65.89375305175781,-65.12214660644531,-64.39421844482422,-64.16162109375,-63.90743637084961,-63.233394622802734,-62.57463455200195,-62.734031677246094,-62.75401306152344,-62.68436050415039,-62.49293899536133,-63.44398880004883,-64.71620178222656,-65.14984893798828,-64.33597564697266,-64.26174926757812,-65.14425659179688,-66.02738952636719,-66.65087127685547,-67.5606689453125,-68.38965606689453,-68.7470474243164,-69.57160186767578,-69.57842254638672
happy,male,-37.59043884277344,-41.89265060424805,-50.71862030029297,-50.009586334228516,-46.36111831665039,-42.06210708618164,-40.30185317993164,-40.77050018310547,-40.99446105957031,-41.24666213989258,-43.33361053466797,-45.203792572021484,-47.14439392089844,-48.05054473876953,-47.555503845214844,-47.239990234375,-47.404361724853516,-47.544681549072266,-48.27503967285156,-48.6594123840332,-49.04432678222656,-50.51756286621094,-50.867374420166016,-51.75592041015625,-54.372562408447266,-55.966285705566406,-56.65357971191406,-56.14071273803711,-53.894832611083984,-53.46712875366211,-54.618629455566406,-56.284202575683594,-57.765811920166016,-59.0748291015625,-59.34134292602539,-60.68636703491211,-60.28559112548828,-59.03886795043945,-58.260841369628906,-58.07164001464844,-59.778621673583984,-60.33332443237305,-59.268287658691406,-59.10918045043945,-58.991905212402344,-60.644775390625,-60.94017028808594,-58.99173355102539,-55.72962951660156,-57.95816421508789,-59.64950180053711,-57.63120651245117,-59.215843200683594,-59.27224349975586,-58.757713317871094,-57.55885314941406,-58.22732925415039,-57.807716369628906,-59.07612991333008,-60.13383865356445,-60.254150390625,-58.772762298583984,-59.32297134399414,-60.910640716552734,-61.17209243774414,-60.54621505737305,-61.796207427978516,-62.65070724487305,-62.62031555175781,-62.757530212402344,-62.132545471191406,-62.54067611694336,-64.16571044921875,-65.18010711669922,-62.98828125,-63.76161193847656,-64.3249282836914,-64.62366485595703,-64.95040893554688,-65.20621490478516,-64.92787170410156,-66.2442855834961,-67.12703704833984,-67.09724426269531,-66.99309539794922,-67.53439331054688,-66.07392120361328,-65.65825653076172,-66.31562042236328,-64.37557220458984,-63.76455307006836,-64.22383880615234,-63.98395538330078,-63.729454040527344,-64.40033721923828,-64.86447143554688,-64.41273498535156,-64.88256072998047,-66.55794525146484,-66.55742645263672,-67.93843841552734,-68.61317443847656,-69.0439453125,-68.83887481689453,-67.63932037353516,-66.85936737060547,-66.78388214111328,-66.65476989746094,-66.01582336425781,-64.92342376708984,-64.41600799560547,-64.70600891113281,-64.98922729492188,-64.7391128540039,-64.75452423095703,-65.32394409179688,-66.94982147216797,-67.53277587890625,-66.31655883789062,-66.25450897216797,-67.21791076660156,-68.2574234008789,-68.94837951660156,-69.63700103759766,-70.07041931152344,-70.93313598632812,-71.77266693115234,-71.97722625732422
happy,male,-40.83076477050781,-45.054115295410156,-51.557884216308594,-50.30648422241211,-46.90309524536133,-43.15711212158203,-42.16665267944336,-41.594818115234375,-40.70387268066406,-41.69894790649414,-42.400489807128906,-44.75128173828125,-47.44456100463867,-48.33940124511719,-48.892459869384766,-48.09627914428711,-47.665771484375,-47.969085693359375,-48.1776123046875,-49.508914947509766,-50.26803207397461,-50.93773651123047,-52.239646911621094,-54.49717330932617,-55.86897659301758,-55.94646072387695,-55.85902404785156,-54.67938232421875,-53.823612213134766,-54.827510833740234,-56.259151458740234,-57.81888961791992,-59.123260498046875,-60.4371223449707,-61.15507507324219,-61.00374984741211,-59.55634689331055,-59.00425720214844,-59.125484466552734,-59.51024627685547,-60.35335159301758,-60.6635856628418,-61.184818267822266,-60.80802917480469,-60.162662506103516,-60.23624801635742,-58.037574768066406,-56.91939163208008,-57.173187255859375,-59.177040100097656,-60.164947509765625,-59.29917907714844,-59.0649528503418,-57.54392623901367,-58.765499114990234,-57.990447998046875,-59.08535385131836,-59.813262939453125,-60.15852355957031,-59.35686492919922,-58.89242172241211,-60.3549690246582,-61.825069427490234,-61.11654281616211,-61.51057434082031,-63.47065353393555,-63.5516471862793,-63.7363166809082,-63.72099685668945,-63.245601654052734,-64.2686538696289,-65.41129302978516,-64.45826721191406,-64.47783660888672,-64.9819564819336,-65.01799774169922,-65.25320434570312,-65.13970184326172,-65.70179748535156,-65.72341918945312,-66.91521453857422,-67.09716033935547,-67.94203186035156,-68.65564727783203,-67.84597778320312,-65.88241577148438,-66.75932312011719,-66.14221954345703,-65.0151596069336,-64.98773193359375,-64.91018676757812,-64.76709747314453,-65.13706970214844,-65.78678894042969,-65.80401611328125,-65.81916809082031,-66.70620727539062,-67.44062805175781,-67.9964599609375,-68.81619262695312,-69.28108978271484,-69.45999145507812,-68.91499328613281,-68.21483612060547,-67.5297622680664,-66.9800033569336,-67.0500717163086,-66.76026916503906,-65.63510131835938,-65.06424713134766,-65.11468505859375,-65.75674438476562,-65.68961334228516,-65.65730285644531,-66.64488220214844,-68.10408020019531,-67.34598541259766,-67.1465072631836,-66.85944366455078,-68.15270233154297,-69.47032928466797,-70.04692840576172,-70.53077697753906,-71.25770568847656,-72.09614562988281,-72.69841003417969,-72.31810760498047,-72.07357788085938
happy,male,-36.769981384277344,-41.1976432800293,-48.82634353637695,-48.239601135253906,-44.824668884277344,-40.80622100830078,-38.87017059326172,-38.79077911376953,-39.25680923461914,-39.70766830444336,-40.6917839050293,-42.04819107055664,-44.726890563964844,-45.710533142089844,-45.72553253173828,-45.56572723388672,-45.675872802734375,-45.56193542480469,-45.840370178222656,-46.51137161254883,-47.33565902709961,-47.89091873168945,-48.60868835449219,-50.134765625,-52.172054290771484,-53.59138870239258,-53.89323043823242,-53.324424743652344,-52.16508483886719,-51.50065231323242,-52.16569519042969,-53.821048736572266,-55.63786315917969,-56.99098587036133,-57.845664978027344,-58.730255126953125,-57.56976318359375,-56.85483169555664,-56.694454193115234,-56.701480865478516,-57.1257209777832,-57.43617248535156,-57.365325927734375,-57.757476806640625,-57.90462112426758,-58.754032135009766,-58.80368423461914,-57.19111251831055,-54.864742279052734,-55.74915313720703,-56.58816146850586,-56.085113525390625,-57.769798278808594,-56.681983947753906,-56.183406829833984,-55.10390853881836,-55.6025276184082,-55.42271041870117,-57.09361267089844,-57.96342849731445,-57.617130279541016,-57.17536544799805,-57.22748565673828,-58.22785186767578,-58.79050064086914,-58.465484619140625,-59.52593231201172,-60.81884002685547,-60.97283935546875,-60.6856803894043,-60.682498931884766,-61.109310150146484,-62.512298583984375,-62.275367736816406,-61.327903747558594,-61.91425323486328,-61.963096618652344,-62.51953125,-62.45927810668945,-62.564388275146484,-62.67503356933594,-63.69635772705078,-64.61605834960938,-64.54209899902344,-64.83602142333984,-65.56809997558594,-63.70437240600586,-63.45656204223633,-63.83330535888672,-62.489768981933594,-62.356449127197266,-62.521026611328125,-62.117889404296875,-61.9583625793457,-62.47798538208008,-62.734886169433594,-62.67518615722656,-63.16352462768555,-64.2569580078125,-64.77509307861328,-66.07723999023438,-66.423583984375,-66.77017974853516,-66.44133758544922,-65.93218231201172,-65.17879486083984,-64.49287414550781,-64.2631607055664,-64.00390625,-63.35673904418945,-62.70681381225586,-62.83442306518555,-62.85709762573242,-62.77001190185547,-62.61396026611328,-63.53724670410156,-64.78839874267578,-65.2028579711914,-64.38825225830078,-64.30896759033203,-65.18142700195312,-66.07868194580078,-66.69784545898438,-67.59623718261719,-68.4227294921875,-68.79679107666016,-69.5941390991211,-69.58832550048828
sad,male,-40.57105255126953,-48.40503692626953,-52.50102996826172,-52.2547721862793,-47.872867584228516,-38.50468444824219,-31.424068450927734,-29.3052921295166,-30.140960693359375,-33.199947357177734,-35.80666732788086,-37.50358581542969,-38.480655670166016,-36.38807678222656,-34.496829986572266,-33.21549606323242,-33.10496520996094,-33.856201171875,-35.41363525390625,-37.298065185546875,-38.7625617980957,-38.56749725341797,-37.199981689453125,-38.3265495300293,-40.592628479003906,-40.48955535888672,-40.49710464477539,-42.045501708984375,-43.699119567871094,-43.58055877685547,-42.96997833251953,-43.079978942871094,-44.03146743774414,-45.73322677612305,-45.97110366821289,-46.54431915283203,-47.62646484375,-47.58789825439453,-47.61886215209961,-47.72494125366211,-48.16919708251953,-47.59085464477539,-46.17103576660156,-46.158714294433594,-45.77043151855469,-46.7457160949707,-47.00210952758789,-48.441131591796875,-48.294132232666016,-47.43824005126953,-47.17829895019531,-46.297855377197266,-47.024864196777344,-47.31916809082031,-48.381168365478516,-48.8304328918457,-49.549503326416016,-47.02973175048828,-46.53205108642578,-46.55821990966797,-46.35496520996094,-47.16775131225586,-46.02169418334961,-45.217559814453125,-45.05662536621094,-45.16701889038086,-45.646690368652344,-45.517086029052734,-46.36326599121094,-47.90469741821289,-47.252479553222656,-46.5770378112793,-46.312259674072266,-46.71511459350586,-47.297996520996094,-46.75767517089844,-45.45560836791992,-46.410606384277344,-45.983245849609375,-45.835140228271484,-46.877967834472656,-47.0902214050293,-48.88429641723633,-51.347625732421875,-51.528377532958984,-52.35634231567383,-53.168148040771484,-52.70344161987305,-51.37271499633789,-50.88437271118164,-49.961212158203125,-48.35223388671875,-47.586669921875,-48.578556060791016,-49.38451385498047,-49.75369644165039,-51.24239730834961,-51.73240661621094,-52.64175796508789,-52.43704605102539,-52.469608306884766,-53.278987884521484,-53.51728439331055,-53.5150032043457,-54.433895111083984,-55.64377975463867,-55.95710372924805,-55.71110534667969,-55.212379455566406,-54.42642593383789,-53.91707992553711,-53.88271713256836,-52.840736389160156,-51.20774841308594,-50.99763488769531,-51.1692008972168,-51.19993591308594,-51.256385803222656,-52.071006774902344,-53.25386047363281,-54.524879455566406,-55.2148323059082,-54.84328079223633,-54.11077880859375,-53.893226623535156,-53.472774505615234,-53.29434585571289,-53.37270736694336
sad,male,-29.376111558293896,-30.634990223174725,-32.01736599513291,-32.091372239858565,-31.52491772722727,-27.637595210767408,-22.502009093976124,-20.59331249072761,-21.612615830930164,-23.86777545351912,-26.089592399302486,-27.090149994433073,-27.298812750446398,-26.221385834901596,-24.335960776079403,-22.664774064611954,-23.036380133828523,-23.58369475892807,-24.663054561112162,-25.966423957759442,-27.17436649390534,-27.246473852806066,-25.726585937866652,-26.60506707380368,-27.356962191677624,-27.407456161761836,-27.02550660030949,-27.620953131560317,-28.67715226478929,-28.66440269785161,-28.46302077367588,-28.44806395544985,-29.267857491999685,-30.143272645151402,-30.01853296236722,-30.59235051974178,-31.0742857869364,-30.849267113751992,-30.665347782279998,-30.365374029635902,-29.751238187411943,-29.904290296312976,-30.00771808839933,-30.617071756452724,-29.957438706142856,-30.248532408076606,-29.994677431041474,-30.359038118412602,-29.53607654534927,-29.708545040343104,-30.02241208596682,-29.65659945279369,-30.907774784287927,-30.24924301237583,-30.835624112991514,-30.342468280119128,-31.116128860534104,-30.094986281383978,-30.734074845963004,-30.632119399141825,-29.877465062887453,-29.74394120293015,-30.23262724343454,-29.839527133177956,-29.26003785183856,-29.637872056264953,-29.759729828312075,-29.60404901338164,-29.898250048604716,-30.13308563940242,-30.371732972533252,-30.066975879678548,-29.81986692407687,-30.21892747339759,-30.11075950591452,-30.18152659394152,-29.987175691693185,-30.11963382778353,-29.510930891279152,-29.05164567301769,-29.65736867006495,-30.2010610958142,-30.624692252323122,-30.81129373152109,-31.10432741889659,-30.99880754337796,-30.438486085608073,-30.945542758379933,-30.958706683293908,-30.77572642404061,-31.17415264070213,-30.662387792198952,-30.06515097704973,-30.350841717956953,-30.67667882886902,-30.47299805949345,-30.473530874342615,-30.340420793081993,-30.602895524697892,-30.29479442631483,-29.9813408560389,-30.39558849282541,-30.50070467985637,-30.295701120896513,-30.691594367179615,-30.728391664924352,-30.329400267468028,-30.38575514784829,-30.305405377678994,-29.96100685713852,-30.19311784852388,-29.954129772096373,-29.721863344587913,-29.760068254441787,-29.458409010795208,-29.562603730807716,-29.9106520564084,-29.880593440892603,-29.938735465786113,-29.837459141792127,-30.111973724511948,-30.403896943703405,-30.19393363644865,-30.040739214675703,-29.835452358286762,-29.917650910584413,-30.312666473940517,-30.42524541848029
sad,male,-40.207069396972656,-47.996421813964844,-52.03444290161133,-51.65764236450195,-47.47944259643555,-38.09590148925781,-31.001033782958984,-28.970205307006836,-29.857376098632812,-32.82207489013672,-35.39501190185547,-37.16976547241211,-38.1585693359375,-36.06575012207031,-34.16717529296875,-32.86341094970703,-32.741424560546875,-33.522727966308594,-35.09113693237305,-36.96124267578125,-38.44286346435547,-38.245086669921875,-36.86865234375,-38.04689407348633,-40.27714920043945,-40.19837951660156,-40.18146896362305,-41.73619079589844,-43.417320251464844,-43.32463073730469,-42.70541000366211,-42.77032470703125,-43.750370025634766,-45.4389533996582,-45.69491195678711,-46.271583557128906,-47.361637115478516,-47.30414581298828,-47.299896240234375,-47.4288444519043,-47.89115905761719,-47.26675033569336,-45.85641860961914,-45.87588119506836,-45.46963882446289,-46.420772552490234,-46.724693298339844,-48.17042541503906,-47.98674392700195,-47.12869644165039,-46.88343048095703,-45.985252380371094,-46.78469467163086,-47.03263854980469,-48.091182708740234,-48.48283004760742,-49.23455047607422,-46.70777893066406,-46.243961334228516,-46.28544616699219,-46.10578536987305,-46.901031494140625,-45.73446273803711,-44.90428161621094,-44.75234603881836,-44.87948226928711,-45.358673095703125,-45.24876403808594,-46.06121063232422,-47.596736907958984,-46.945220947265625,-46.29627227783203,-46.01121520996094,-46.43532180786133,-47.01802444458008,-46.43387222290039,-45.203426361083984,-46.14086151123047,-45.74816131591797,-45.59330368041992,-46.645572662353516,-46.85235595703125,-48.63290786743164,-51.08906555175781,-51.290199279785156,-52.111610412597656,-52.93475341796875,-52.466148376464844,-51.132080078125,-50.64149475097656,-49.72211456298828,-48.09890365600586,-47.31894302368164,-48.324161529541016,-49.13279724121094,-49.512413024902344,-51.00358200073242,-51.47815704345703,-52.38738250732422,-52.18632507324219,-52.21364974975586,-53.01716995239258,-53.278987884521484,-53.24644088745117,-54.1696662902832,-55.3824577331543,-55.71342468261719,-55.47649383544922,-54.96466827392578,-54.18741226196289,-53.674644470214844,-53.638370513916016,-52.61260986328125,-50.98127365112305,-50.778465270996094,-50.94975280761719,-50.97385787963867,-51.03361511230469,-51.85224914550781,-53.04237365722656,-54.311241149902344,-55.009586334228516,-54.625606536865234,-53.89753723144531,-53.68885803222656,-53.266868591308594,-53.08425521850586,-53.183143615722656
sad,male,-44.418006896972656,-51.76276397705078,-54.763572692871094,-54.11244201660156,-50.421104431152344,-41.60797119140625,-34.57141876220703,-32.43906021118164,-33.11091232299805,-36.25081253051758,-38.861392974853516,-40.79545974731445,-41.537715911865234,-40.0109748840332,-37.65999984741211,-35.97526550292969,-35.59883499145508,-36.35292434692383,-37.932701110839844,-39.49411392211914,-41.084510803222656,-40.52879333496094,-39.61868667602539,-40.70310974121094,-43.034236907958984,-42.949928283691406,-43.044986724853516,-44.48450469970703,-45.82396697998047,-45.7637825012207,-45.46153259277344,-45.97910690307617,-46.9775505065918,-48.317405700683594,-48.19179916381836,-48.65802001953125,-50.48539352416992,-50.722774505615234,-50.48977279663086,-50.455501556396484,-50.824581146240234,-50.127601623535156,-48.66812515258789,-48.52693557739258,-48.5101318359375,-49.20455551147461,-49.56120300292969,-50.96559524536133,-51.19575881958008,-50.947059631347656,-50.19251251220703,-48.6890983581543,-49.8897819519043,-50.3466682434082,-50.93049621582031,-51.12836837768555,-52.068702697753906,-49.93747329711914,-49.18593215942383,-48.77914047241211,-49.04188919067383,-49.8589973449707,-48.75802993774414,-47.992340087890625,-47.647674560546875,-47.547550201416016,-48.15294647216797,-48.187992095947266,-49.09366989135742,-50.12115478515625,-49.74734878540039,-48.750064849853516,-48.66502380371094,-49.03924560546875,-49.793670654296875,-49.32820510864258,-48.072975158691406,-48.474700927734375,-48.050662994384766,-47.80947494506836,-48.66377258300781,-49.14112091064453,-51.06826400756836,-53.19105529785156,-53.22593688964844,-54.531558990478516,-55.28036117553711,-54.48219299316406,-53.31937789916992,-52.943214416503906,-52.192562103271484,-50.454227447509766,-49.63546371459961,-51.092647552490234,-51.595401763916016,-51.94518280029297,-53.28960418701172,-53.83505630493164,-54.489532470703125,-54.367469787597656,-54.2281379699707,-55.04447555541992,-54.88548278808594,-54.89518737792969,-55.95295333862305,-57.24296951293945,-57.74941635131836,-57.668888092041016,-57.170291900634766,-56.33964538574219,-55.76997756958008,-55.866844177246094,-54.73044204711914,-53.00586700439453,-52.740257263183594,-53.02500915527344,-53.25210952758789,-53.15138244628906,-54.15570831298828,-55.41596984863281,-56.53019714355469,-57.20594024658203,-56.66954803466797,-56.05934524536133,-55.988319396972656,-55.44927978515625,-55.199256896972656,-55.52260971069336
sad,male,-40.9152946472168,-48.87672424316406,-52.93296432495117,-52.66993713378906,-48.368282318115234,-38.93896484375,-31.829248428344727,-29.818431854248047,-30.59835433959961,-33.91950607299805,-36.47509765625,-38.16468048095703,-38.985748291015625,-36.95547866821289,-34.90193176269531,-33.67511749267578,-33.577613830566406,-34.25419616699219,-35.89803695678711,-37.81233596801758,-39.413753509521484,-39.11402130126953,-37.759681701660156,-39.259605407714844,-41.403255462646484,-40.945953369140625,-41.138248443603516,-42.82316207885742,-44.42166519165039,-44.25038528442383,-43.626041412353516,-43.81297302246094,-44.864986419677734,-46.51853942871094,-46.59965133666992,-47.263301849365234,-48.43348693847656,-48.2302131652832,-48.45829772949219,-48.51961135864258,-49.02864074707031,-48.07911682128906,-46.74034881591797,-46.85173416137695,-46.543270111083984,-47.46011734008789,-47.81386947631836,-49.431800842285156,-48.920677185058594,-48.00450134277344,-47.86441421508789,-46.944828033447266,-47.84590530395508,-48.31046676635742,-49.16877746582031,-49.65254211425781,-50.07678985595703,-47.51495361328125,-47.17937088012695,-47.23427963256836,-47.09074020385742,-47.80084228515625,-46.529144287109375,-45.799461364746094,-45.69219970703125,-46.02537155151367,-46.3298454284668,-46.26953887939453,-47.41060256958008,-48.686851501464844,-47.77397918701172,-47.26449203491211,-47.03900146484375,-47.72764205932617,-48.06559753417969,-47.311767578125,-46.20549774169922,-47.19289016723633,-46.60429382324219,-46.874359130859375,-47.568138122558594,-48.00694274902344,-50.0524787902832,-52.42283248901367,-52.45804977416992,-53.3313102722168,-54.19032287597656,-53.30647277832031,-52.16094970703125,-51.56595230102539,-50.48321533203125,-48.86421585083008,-48.41144943237305,-49.659210205078125,-50.16554641723633,-50.838871002197266,-52.29471969604492,-52.80698013305664,-53.55255889892578,-53.36248016357422,-53.542720794677734,-54.284706115722656,-54.57815933227539,-54.37009811401367,-55.804420471191406,-56.81439971923828,-57.18497848510742,-56.79330062866211,-56.293209075927734,-55.42034912109375,-54.95322036743164,-54.921104431152344,-53.51040267944336,-51.9624137878418,-51.90407180786133,-52.06528854370117,-52.20083999633789,-52.27901840209961,-53.08392333984375,-54.371681213378906,-55.738285064697266,-56.249305725097656,-55.78084945678711,-54.989768981933594,-54.81918716430664,-54.35400390625,-54.21830368041992,-54.41960525512695
sad,male,-42.69144058227539,-50.525428771972656,-54.62142562866211,-54.37516784667969,-49.993263244628906,-40.62508010864258,-33.54446029663086,-31.425687789916992,-32.2613525390625,-35.320343017578125,-37.92706298828125,-39.62398147583008,-40.601051330566406,-38.50847244262695,-36.617225646972656,-35.33589172363281,-35.22536087036133,-35.976593017578125,-37.53403091430664,-39.41845703125,-40.882957458496094,-40.68789291381836,-39.32037353515625,-40.44694137573242,-42.71302795410156,-42.609947204589844,-42.617496490478516,-44.1658935546875,-45.819515228271484,-45.70095443725586,-45.09037399291992,-45.200374603271484,-46.15186309814453,-47.85362243652344,-48.091495513916016,-48.664710998535156,-49.74686050415039,-49.70829391479492,-49.7392578125,-49.845340728759766,-50.289588928222656,-49.71125411987305,-48.29143142700195,-48.27911376953125,-47.89082717895508,-48.86610794067383,-49.12250518798828,-50.5615234375,-50.41453170776367,-49.55863571166992,-49.29869079589844,-48.418251037597656,-49.145259857177734,-49.43956756591797,-50.50156021118164,-50.95082473754883,-51.66989517211914,-49.15012741088867,-48.65245056152344,-48.67861557006836,-48.47535705566406,-49.28814697265625,-48.14208984375,-47.337955474853516,-47.17701721191406,-47.287418365478516,-47.76708984375,-47.637481689453125,-48.48365783691406,-50.02509689331055,-49.37287521362305,-48.69743347167969,-48.432655334472656,-48.835514068603516,-49.41839599609375,-48.87807083129883,-47.57600784301758,-48.531002044677734,-48.10364532470703,-47.955535888671875,-48.99836349487305,-49.21061325073242,-51.00469207763672,-53.468017578125,-53.64877700805664,-54.47673797607422,-55.288543701171875,-54.82383346557617,-53.49311065673828,-53.00476837158203,-52.081607818603516,-50.47262954711914,-49.707061767578125,-50.69894790649414,-51.50490951538086,-51.874088287353516,-53.362796783447266,-53.852806091308594,-54.76215744018555,-54.55744934082031,-54.59000778198242,-55.39938735961914,-55.6376838684082,-55.635398864746094,-56.55429458618164,-57.76417541503906,-58.0775032043457,-57.831512451171875,-57.33277893066406,-56.54682540893555,-56.0374755859375,-56.00311279296875,-54.96113204956055,-53.32814025878906,-53.1180305480957,-53.28959655761719,-53.32032775878906,-53.37678909301758,-54.19140625,-55.37425994873047,-56.64527893066406,-57.335227966308594,-56.96368408203125,-56.231170654296875,-56.01362609863281,-55.593170166015625,-55.41474151611328,-55.493106842041016
