emotion,gender,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
sad,male,-32.02466161224273,-31.205157698887145,-31.267375635136904,-29.178364160966463,-26.64284638626591,-25.343738067734435,-26.983529107105813,-28.540635897755095,-28.663849442388397,-28.22322887632006,-27.42038992243033,-27.12018862516384,-28.176553708718846,-28.56315671819302,-28.30540317300317,-28.04436384049348,-27.672908011669097,-26.802936118956747,-26.666827095775112,-27.291303958693728,-27.42762940711038,-28.568654465461066,-28.777228758595047,-29.54172974439073,-29.54415477650132,-29.576415565524414,-29.29646504806606,-29.312681535296477,-29.659227385396427,-30.074823508697136,-30.071893867375657,-30.744646540591052,-30.752433649456584,-31.331177169518124,-31.631879620301227,-31.573259859373902,-31.165299403885175,-31.155434230409515,-31.14237776517792,-30.5505204783541,-30.563739409818144,-31.112630142279162,-30.64463362811843,-30.797182070827223,-30.780220906719613,-31.783806897537282,-31.369947097215125,-31.072754959070917,-30.600642986191424,-31.769361804405815,-31.867474900750338,-31.278071886949107,-32.23991662155733,-32.21516437074077,-32.66823603144678,-31.070690002275406,-31.718047459289483,-30.765241611321873,-31.29067622043034,-31.50369598272777,-30.844348328413737,-31.127710486689676,-31.111822348472575,-31.48485029527074,-31.838920792344435,-31.536043430240124,-30.980164487550724,-31.219205175002383,-31.279842689682607,-31.219250003685094,-31.478074308421597,-31.36998557169349,-31.415711387502125,-31.314353749311444,-31.453281064241914,-31.07399448191978,-30.445537345095584,-31.131784146813825,-31.174906419361825,-31.1981159949954,-31.511159138580375,-31.19568385281475,-31.571325569982598,-31.230996478702984,-31.579258784634018,-31.630967692707358,-31.368132154258507,-30.890475255397362,-31.213595783492472,-30.972386522686993,-31.03279687163463,-30.98702628544888,-30.89867817861207,-30.87248302177763,-30.907504415932525,-31.106107070399396,-30.957240690859138,-30.690508449606444,-31.163070324354717,-31.243997386271925,-31.018223484986233,-31.08296413540167,-30.883424333075848,-30.630025712573108,-30.927952851399326,-30.897865605453187,-31.208986356663004,-31.18768145133963,-30.764962295035282,-30.7909764644084,-30.7121005812246,-30.311412624911814,-30.692567457427472,-30.739502502986106,-30.54369632461799,-30.81674949692236,-30.974727342791507,-30.736897231199993,-30.945918844780337,-30.98657047250614,-30.633929240629463,-30.274255985053255,-30.721196896227145,-30.985760090616854,-30.924248490561986,-30.66676438816538,-30.892652781001413,-30.994846990619592
sad,male,-55.55989074707031,-55.806121826171875,-51.799198150634766,-45.352230072021484,-40.4011344909668,-39.52663040161133,-41.98076629638672,-44.105796813964844,-44.747013092041016,-44.51406478881836,-43.9766845703125,-43.96778106689453,-44.43634033203125,-44.2634391784668,-45.152774810791016,-46.17449951171875,-46.01429748535156,-44.782772064208984,-44.310523986816406,-44.72373580932617,-46.30953598022461,-48.11973571777344,-48.05183029174805,-49.107669830322266,-50.65546798706055,-51.201988220214844,-51.7290153503418,-52.145015716552734,-52.37310028076172,-53.038238525390625,-53.86339569091797,-54.04580307006836,-54.22761154174805,-55.456520080566406,-55.626216888427734,-55.91885757446289,-56.66850280761719,-57.64413833618164,-59.08721923828125,-58.70244216918945,-57.490970611572266,-56.79071807861328,-56.04763412475586,-55.984004974365234,-56.9081916809082,-58.32312774658203,-58.76768493652344,-59.598575592041016,-58.635494232177734,-59.06324768066406,-58.72840881347656,-57.17668151855469,-58.601600646972656,-58.2918815612793,-58.773284912109375,-58.168052673339844,-58.49154281616211,-58.03394317626953,-57.75344467163086,-57.89617919921875,-58.011661529541016,-58.14923095703125,-58.1347770690918,-58.57509231567383,-58.8349494934082,-58.55409240722656,-58.751644134521484,-59.55415725708008,-59.92457580566406,-59.7896842956543,-60.64198684692383,-61.407962799072266,-61.16010284423828,-61.585025787353516,-61.4847526550293,-61.53989791870117,-61.79660415649414,-62.357845306396484,-62.60883712768555,-61.55315017700195,-61.8366813659668,-62.68254470825195,-64.86209869384766,-65.01726531982422,-66.13977813720703,-67.0037841796875,-66.06986236572266,-66.69348907470703,-66.50013732910156,-65.5160140991211,-65.01679992675781,-63.44789123535156,-62.63309097290039,-61.62977981567383,-61.937076568603516,-62.778778076171875,-63.39163589477539,-64.06829833984375,-64.33672332763672,-64.67412567138672,-64.38216400146484,-65.65245056152344,-66.00392150878906,-67.39167785644531,-68.70155334472656,-70.05590057373047,-71.10509490966797,-71.19894409179688,-70.22976684570312,-69.40863037109375,-69.15211486816406,-68.83699035644531,-68.5689926147461,-67.82270812988281,-66.75141143798828,-66.5774154663086,-67.23906707763672,-68.63021850585938,-69.78340911865234,-71.20648956298828,-71.5509033203125,-70.4442138671875,-69.50924682617188,-69.44947814941406,-69.50094604492188,-69.98956298828125,-70.43333435058594,-71.32978057861328
sad,male,-60.52393341064453,-59.57262420654297,-53.54703140258789,-47.089210510253906,-42.80488586425781,-42.477298736572266,-45.55992889404297,-48.094608306884766,-47.67629623413086,-46.568031311035156,-45.969120025634766,-46.746795654296875,-47.76349639892578,-47.491695404052734,-47.808143615722656,-48.601234436035156,-48.40572738647461,-47.34679412841797,-47.15383529663086,-47.650611877441406,-49.763465881347656,-51.29629898071289,-49.897972106933594,-50.992008209228516,-53.64706802368164,-54.010337829589844,-54.02473449707031,-54.442317962646484,-55.4508056640625,-56.5007438659668,-57.23310089111328,-56.45592498779297,-56.839149475097656,-59.45274353027344,-58.937007904052734,-58.5910530090332,-58.73208999633789,-59.45169448852539,-60.649169921875,-60.77006149291992,-60.414764404296875,-59.72489929199219,-58.30171585083008,-58.124935150146484,-59.6609992980957,-61.67866897583008,-62.072959899902344,-62.31460189819336,-61.01875305175781,-61.598480224609375,-61.36800003051758,-59.770328521728516,-61.075782775878906,-61.38595199584961,-62.378013610839844,-61.609310150146484,-61.80723190307617,-60.997230529785156,-60.829139709472656,-60.95627975463867,-60.131683349609375,-60.160545349121094,-60.82097244262695,-61.32804489135742,-61.7149658203125,-62.08230972290039,-61.65164566040039,-62.220497131347656,-63.171226501464844,-62.336002349853516,-63.587955474853516,-63.70710372924805,-64.64242553710938,-65.53865051269531,-64.83152770996094,-65.8143539428711,-65.47151184082031,-66.22386169433594,-66.0201416015625,-64.46019744873047,-64.07502746582031,-65.74478912353516,-68.25419616699219,-67.27375793457031,-69.53016662597656,-69.85493469238281,-68.86666107177734,-69.87136840820312,-69.72539520263672,-68.32526397705078,-67.90840911865234,-66.41140747070312,-65.21536254882812,-64.28778076171875,-65.08462524414062,-66.30464172363281,-65.97756958007812,-66.89605712890625,-67.24480438232422,-67.56090545654297,-67.19477081298828,-68.5967025756836,-69.20110321044922,-70.44318389892578,-72.13663482666016,-73.35423278808594,-73.51421356201172,-74.00352478027344,-72.7380599975586,-72.03982543945312,-72.15428924560547,-71.99811553955078,-71.2493896484375,-70.54068756103516,-69.27244567871094,-69.4435043334961,-70.08480072021484,-71.69730377197266,-72.99764251708984,-73.81784057617188,-74.1426010131836,-73.3307876586914,-72.30651092529297,-71.43869018554688,-72.30217742919922,-72.90296173095703,-73.50389099121094,-74.12132263183594
sad,male,-57.37117385864258,-56.89814376831055,-52.013031005859375,-45.456809997558594,-42.570274353027344,-42.904388427734375,-45.72303009033203,-47.494571685791016,-47.301876068115234,-46.32773971557617,-45.89210510253906,-46.10128402709961,-46.954891204833984,-47.04608154296875,-48.03003692626953,-48.04005432128906,-46.98460006713867,-46.451087951660156,-46.77568817138672,-48.3200569152832,-49.65348815917969,-50.24024200439453,-51.77440643310547,-53.76142501831055,-54.39938735961914,-54.87131881713867,-54.859291076660156,-55.140316009521484,-56.09915542602539,-56.708229064941406,-56.741676330566406,-57.533348083496094,-58.32038116455078,-58.70192337036133,-59.25640106201172,-61.816368103027344,-62.31399917602539,-61.088768005371094,-60.287593841552734,-59.059513092041016,-58.93616485595703,-59.67756271362305,-61.35175704956055,-61.4149055480957,-61.66917037963867,-62.438072204589844,-62.115135192871094,-62.239166259765625,-60.609535217285156,-61.12419509887695,-61.85954666137695,-60.91925048828125,-61.484004974365234,-60.786376953125,-61.36240768432617,-60.535091400146484,-60.70528793334961,-60.28017044067383,-60.37933349609375,-60.19054412841797,-59.90214920043945,-60.861934661865234,-61.463706970214844,-61.23686599731445,-61.37294387817383,-62.176841735839844,-62.5815315246582,-62.44843292236328,-63.6872444152832,-64.43846893310547,-64.73831176757812,-64.65345001220703,-64.17792510986328,-64.50955200195312,-64.35343170166016,-65.08686065673828,-64.85838317871094,-64.49430084228516,-64.28541564941406,-65.33377838134766,-68.06436920166016,-68.17424774169922,-69.44786834716797,-69.37881469726562,-69.83692169189453,-69.87896728515625,-69.0921630859375,-68.2232437133789,-67.31492614746094,-66.04788970947266,-64.28594207763672,-64.25696563720703,-64.29537963867188,-65.6426773071289,-66.05060577392578,-66.5923080444336,-66.69348907470703,-66.8837890625,-67.16981506347656,-68.30206298828125,-68.81177520751953,-70.2346420288086,-72.20475006103516,-72.75029754638672,-73.57723236083984,-73.87079620361328,-72.2294692993164,-71.38360595703125,-71.38758850097656,-71.47040557861328,-70.70197296142578,-70.0878677368164,-69.16320037841797,-68.9537582397461,-70.12950897216797,-71.5066146850586,-72.9837417602539,-74.15530395507812,-74.65299987792969,-73.09593200683594,-72.43302154541016,-71.95034790039062,-71.8580093383789,-72.30331420898438,-73.19306182861328,-74.2862548828125,-74.55068969726562,-74.39192199707031
sad,male,-53.622947692871094,-53.8400993347168,-49.73967742919922,-43.41075897216797,-38.51371765136719,-37.60639572143555,-40.06513214111328,-42.28178405761719,-42.8830680847168,-42.64312744140625,-42.059112548828125,-42.13642501831055,-42.53879165649414,-42.35492706298828,-43.2810173034668,-44.25883102416992,-44.0546875,-42.9006233215332,-42.47433090209961,-42.7932014465332,-44.423683166503906,-46.35715866088867,-46.122833251953125,-47.1863899230957,-48.6402702331543,-49.35247039794922,-49.865447998046875,-50.23018264770508,-50.425350189208984,-51.06694030761719,-51.931270599365234,-52.07950210571289,-52.28435516357422,-53.39090347290039,-53.73157501220703,-54.12154006958008,-54.71246337890625,-55.67686462402344,-57.08563232421875,-56.66819381713867,-55.550209045410156,-54.84434127807617,-54.03971862792969,-54.036930084228516,-54.935523986816406,-56.35557556152344,-56.77340316772461,-57.62461471557617,-56.63125228881836,-57.09749221801758,-56.711830139160156,-55.20576477050781,-56.63397979736328,-56.33343505859375,-56.7823371887207,-56.223087310791016,-56.50709533691406,-56.04337692260742,-55.76561737060547,-55.91496658325195,-56.01138687133789,-56.107120513916016,-56.14729309082031,-56.53838348388672,-56.84867477416992,-56.56509017944336,-56.78010940551758,-57.55479049682617,-57.9331169128418,-57.809513092041016,-58.63158416748047,-59.41446304321289,-59.167259216308594,-59.592552185058594,-59.45329284667969,-59.51481246948242,-59.803863525390625,-60.37929153442383,-60.620914459228516,-59.56559371948242,-59.83789825439453,-60.69154739379883,-62.883514404296875,-63.02891540527344,-64.16316223144531,-65.01948547363281,-64.10611724853516,-64.70121002197266,-64.54937744140625,-63.53019332885742,-63.045265197753906,-61.465415954589844,-60.63080978393555,-59.62808609008789,-59.966896057128906,-60.79950714111328,-61.42216873168945,-62.108192443847656,-62.37337112426758,-62.7049560546875,-62.40542984008789,-63.63711166381836,-64.01245880126953,-65.36752319335938,-66.6795654296875,-68.06147766113281,-69.0945053100586,-69.20108032226562,-68.23194885253906,-67.41873931884766,-67.13898468017578,-66.82211303710938,-66.54106140136719,-65.8058853149414,-64.73751831054688,-64.5563735961914,-65.2419204711914,-66.63794708251953,-67.77259063720703,-69.2051773071289,-69.55805206298828,-68.4517593383789,-67.497314453125,-67.45006561279297,-67.4994125366211,-67.96381378173828,-68.43077850341797,-69.34447479248047
happy,female,-56.86643981933594,-55.863868713378906,-55.154144287109375,-55.723751068115234,-56.344242095947266,-54.226253509521484,-51.43219757080078,-48.539920806884766,-46.06852340698242,-43.9932975769043,-42.040374755859375,-41.07588577270508,-40.52337646484375,-40.28596878051758,-40.05272674560547,-40.09248733520508,-40.700660705566406,-41.985958099365234,-44.46784591674805,-44.783470153808594,-44.650665283203125,-44.61912536621094,-45.47575378417969,-45.789981842041016,-45.0006217956543,-44.34429931640625,-44.038055419921875,-44.416175842285156,-44.3504638671875,-44.748779296875,-44.978004455566406,-44.703163146972656,-45.5510368347168,-46.156009674072266,-45.98388671875,-47.742713928222656,-48.13005065917969,-47.88359069824219,-47.399417877197266,-47.368953704833984,-48.212852478027344,-48.12903594970703,-47.52429962158203,-47.35560607910156,-47.73097610473633,-48.53426742553711,-48.587345123291016,-49.02541732788086,-48.80809020996094,-48.07469940185547,-47.43224334716797,-46.619510650634766,-47.554534912109375,-47.7397575378418,-48.143978118896484,-48.801483154296875,-49.336097717285156,-48.71630859375,-47.860328674316406,-47.3172492980957,-46.89486312866211,-46.281192779541016,-46.12965393066406,-46.23530960083008,-46.643836975097656,-47.60270309448242,-47.91238021850586,-47.57500457763672,-46.73531723022461,-47.736976623535156,-48.043617248535156,-47.75917434692383,-49.12796401977539,-50.02405548095703,-50.307559967041016,-50.27058410644531,-50.19050216674805,-50.76596450805664,-51.154090881347656,-50.395355224609375,-49.42697525024414,-50.45420837402344,-50.36037063598633,-49.1364860534668,-48.66518020629883,-49.000694274902344,-48.56283950805664,-48.23282241821289,-48.14480972290039,-47.379581451416016,-47.31169128417969,-47.382694244384766,-47.64658737182617,-47.90841293334961,-48.296016693115234,-49.25974655151367,-49.54270553588867,-50.52457046508789,-51.643638610839844,-51.74734115600586,-52.55196762084961,-53.2828254699707,-52.67811584472656,-52.38199996948242,-52.98565673828125,-52.27671813964844,-52.607059478759766,-52.798614501953125,-53.58553695678711,-54.16482162475586,-55.64412307739258,-56.51602554321289,-57.47196960449219,-58.190147399902344,-58.25907516479492,-58.54417419433594,-58.705379486083984,-58.72848129272461,-58.39717483520508,-58.84214782714844,-59.7056999206543,-60.265777587890625,-60.50688552856445,-59.92703628540039,-60.457950592041016,-60.19932556152344,-59.71892547607422,-58.689476013183594
happy,female,-32.23365249077541,-31.81635762252306,-31.178772053981362,-31.036735879212387,-31.438888854307116,-31.410782875014306,-30.979942741754158,-29.185150564676135,-27.369427871955317,-26.310707973193306,-25.09275992361228,-23.960245103311085,-23.429246011646317,-23.2033521635928,-23.53383604756148,-24.026422615350196,-24.77306579501002,-25.54628132222202,-26.882960908115493,-26.77721646884469,-26.563779739202506,-26.833591972580077,-27.411753153457834,-27.741650086129237,-27.006460034312823,-26.608087282340758,-26.07661165995115,-26.281751362514804,-26.43243650386155,-26.679968942454252,-26.562415538999673,-26.192909172671435,-26.829625884815275,-27.83718839646169,-28.075289188871807,-29.13967055761854,-29.054634542614934,-28.733740529927935,-28.058486761066774,-27.85943275726357,-28.110942544356806,-28.191009381661498,-28.227405924560347,-28.18457851392645,-28.448549924557618,-29.5453527905593,-29.14803186210748,-29.165062455106444,-28.127338665306656,-27.8707168343642,-27.847854218763388,-27.072167882647843,-28.2473776971008,-27.55580133888794,-28.076321825215903,-28.1518713360077,-29.19171906113916,-28.443610104060376,-28.02285549389746,-27.95880813194344,-28.21423335284113,-27.842007217218775,-27.69935897512109,-27.93966694041803,-28.192147296148786,-28.43721591934005,-28.31005018878801,-27.94525995228163,-27.870325311951177,-28.493217112998032,-28.62582792854787,-28.3545235244677,-29.13184111590977,-29.069386384185094,-28.625187008879415,-29.55964567364037,-29.487098216133635,-30.172074866738512,-30.256928164939445,-30.114437374798783,-29.22588480432171,-29.5622595375824,-29.47291234444608,-28.91574881261107,-28.959322004965642,-29.05971050128653,-28.59131298810563,-28.593430482682358,-27.95646428842044,-27.535675259091747,-27.572648320487467,-27.537411812081462,-27.9032327247408,-28.23158263660376,-28.480245893358717,-28.93399884162704,-28.39879843772385,-29.048704625103486,-29.185922151748805,-29.348183105889863,-29.973813086355417,-29.828489692176465,-29.547246073502134,-29.690398329996295,-29.78710236517767,-29.343374297819928,-29.604943213008227,-29.735107005236465,-29.829212903368532,-29.83116332079238,-30.299116683697793,-30.346335220228692,-30.381864656777292,-30.73326046129377,-30.8197482522765,-30.57442867887265,-30.560162425003437,-30.47124307839301,-30.65316545250964,-30.797022963613433,-31.00239056364915,-30.68585714407016,-30.503582223874997,-30.72426788072868,-30.449950225922592,-30.653592818742915,-30.78349187024857,-30.576208680256222
happy,female,-56.93472671508789,-55.95039749145508,-55.24355697631836,-55.77241897583008,-56.43779754638672,-54.329856872558594,-51.508827209472656,-48.51617431640625,-46.08015060424805,-44.16595458984375,-42.04922103881836,-41.10736846923828,-40.5045166015625,-40.33161544799805,-40.12708282470703,-40.14603042602539,-40.77349090576172,-42.04820251464844,-44.44173812866211,-44.915470123291016,-44.692039489746094,-44.73450469970703,-45.476646423339844,-45.840126037597656,-45.00507736206055,-44.47357177734375,-44.13733673095703,-44.487125396728516,-44.36494064331055,-44.77599334716797,-45.06330490112305,-44.74281692504883,-45.68103790283203,-46.26484298706055,-46.07926559448242,-47.70696258544922,-48.2628288269043,-47.9901123046875,-47.468101501464844,-47.46736145019531,-48.292938232421875,-48.219764709472656,-47.599056243896484,-47.40349578857422,-47.7924919128418,-48.6287841796875,-48.65949249267578,-49.11349868774414,-48.92024612426758,-48.142127990722656,-47.55271530151367,-46.728668212890625,-47.65624237060547,-47.86114501953125,-48.26304626464844,-48.89039993286133,-49.35002899169922,-48.82925796508789,-47.999473571777344,-47.41916275024414,-46.94102478027344,-46.31332778930664,-46.187469482421875,-46.303035736083984,-46.71938705444336,-47.64419937133789,-47.96982955932617,-47.64263916015625,-46.78704833984375,-47.78868103027344,-48.07603454589844,-47.83519744873047,-49.20134353637695,-50.086360931396484,-50.353599548339844,-50.3554573059082,-50.25507736206055,-50.85982894897461,-51.23207473754883,-50.48847579956055,-49.50492477416992,-50.506195068359375,-50.43668746948242,-49.214481353759766,-48.714839935302734,-49.108028411865234,-48.6529655456543,-48.34320068359375,-48.246822357177734,-47.49500274658203,-47.4107551574707,-47.47553634643555,-47.75242233276367,-48.01112747192383,-48.386863708496094,-49.35720443725586,-49.60505676269531,-50.603084564208984,-51.73703384399414,-51.82582473754883,-52.64619445800781,-53.38717269897461,-52.77775192260742,-52.496952056884766,-53.09914779663086,-52.384586334228516,-52.688045501708984,-52.87897491455078,-53.68443298339844,-54.252708435058594,-55.75554275512695,-56.618106842041016,-57.5796012878418,-58.3069953918457,-58.36054229736328,-58.67734146118164,-58.84471130371094,-58.8365478515625,-58.51769256591797,-58.96459197998047,-59.82259750366211,-60.393341064453125,-60.60696029663086,-59.99526596069336,-60.555789947509766,-60.270301818847656,-59.78794479370117,-58.778873443603516
happy,female,-60.4515266418457,-59.20819854736328,-58.87163543701172,-59.64063262939453,-59.98232650756836,-57.808021545410156,-54.89512252807617,-51.480133056640625,-49.41783905029297,-47.9473762512207,-46.83523941040039,-45.466064453125,-44.620113372802734,-44.005516052246094,-43.14286422729492,-44.01982116699219,-44.86438751220703,-45.98521423339844,-47.55992126464844,-47.288997650146484,-47.12931442260742,-47.81590270996094,-48.526241302490234,-49.10235595703125,-48.61051940917969,-47.48695373535156,-46.6953125,-47.40718460083008,-47.50389862060547,-47.51169967651367,-47.4826774597168,-47.02382278442383,-48.26842498779297,-49.25564193725586,-49.3001594543457,-51.23899841308594,-51.73462677001953,-51.519474029541016,-50.63569641113281,-50.98614501953125,-52.05055236816406,-51.533172607421875,-50.61405563354492,-50.50967788696289,-51.262699127197266,-52.014713287353516,-52.17070007324219,-52.588111877441406,-52.006290435791016,-51.75709915161133,-51.1161994934082,-49.88795852661133,-50.84756851196289,-50.7349853515625,-51.404014587402344,-52.26394271850586,-52.35771179199219,-51.9652099609375,-51.35186767578125,-50.39602279663086,-49.61447525024414,-49.223934173583984,-49.45852279663086,-49.453250885009766,-50.049964904785156,-51.14970016479492,-51.529109954833984,-50.91452407836914,-49.947052001953125,-51.373348236083984,-51.824832916259766,-51.74189758300781,-52.951194763183594,-53.430931091308594,-53.36262512207031,-53.4035758972168,-53.33852767944336,-54.22929382324219,-54.8702507019043,-53.8803825378418,-52.8718376159668,-54.418479919433594,-54.02943420410156,-52.342769622802734,-52.025245666503906,-52.300636291503906,-52.0098762512207,-51.511192321777344,-51.26359939575195,-51.265037536621094,-51.014732360839844,-51.01826095581055,-51.52669906616211,-51.909141540527344,-51.652557373046875,-52.57293701171875,-52.936363220214844,-54.064273834228516,-55.05600357055664,-55.2242431640625,-55.97904586791992,-56.45391845703125,-56.0349235534668,-55.341819763183594,-56.31194305419922,-55.320281982421875,-55.781036376953125,-55.73716354370117,-56.517215728759766,-57.409751892089844,-59.03961181640625,-59.546592712402344,-60.73392868041992,-61.59078598022461,-61.64635467529297,-61.62480163574219,-61.66531753540039,-61.97562789916992,-61.92652130126953,-61.97584533691406,-63.19063186645508,-63.61943817138672,-63.652862548828125,-63.03779983520508,-63.64828109741211,-63.49693298339844,-62.73673629760742,-61.87821578979492
happy,female,-60.2086296081543,-58.395355224609375,-57.92369842529297,-59.19175720214844,-59.280879974365234,-56.466793060302734,-52.96793746948242,-50.00333786010742,-48.4119987487793,-46.20628356933594,-45.41556930541992,-44.4827766418457,-45.22287368774414,-44.816646575927734,-44.08479690551758,-44.093040466308594,-45.417213439941406,-47.513389587402344,-47.89306640625,-47.970401763916016,-48.39022445678711,-49.64466094970703,-49.349822998046875,-48.24385070800781,-47.89614486694336,-47.908363342285156,-47.939754486083984,-48.03568649291992,-48.38046646118164,-48.67179870605469,-49.06413269042969,-49.258583068847656,-49.54682540893555,-50.84836196899414,-51.87018966674805,-52.64769744873047,-52.0856819152832,-52.62266540527344,-52.44636917114258,-51.483089447021484,-50.79912185668945,-50.71686553955078,-51.67431640625,-52.676692962646484,-53.11246109008789,-53.487030029296875,-52.20629119873047,-51.24366760253906,-50.53046417236328,-50.69644546508789,-51.08595275878906,-51.77265167236328,-53.39781951904297,-53.15483093261719,-52.84838104248047,-51.59451675415039,-51.02659606933594,-50.402774810791016,-49.51831817626953,-49.215091705322266,-49.47776794433594,-50.256614685058594,-50.76812744140625,-50.80221176147461,-51.25133514404297,-50.24631118774414,-50.096885681152344,-50.91072463989258,-50.745201110839844,-51.727752685546875,-53.08640670776367,-54.2816047668457,-54.053367614746094,-53.98331832885742,-54.18074417114258,-54.8159294128418,-54.833065032958984,-53.2020149230957,-53.2381706237793,-54.688541412353516,-53.76484680175781,-52.495750427246094,-52.585453033447266,-53.229881286621094,-52.413108825683594,-51.49760437011719,-51.175628662109375,-51.10243606567383,-51.344268798828125,-51.1834716796875,-51.2294807434082,-51.535240173339844,-52.112648010253906,-53.09059143066406,-53.386470794677734,-55.18274688720703,-55.71181869506836,-55.73788070678711,-56.98234939575195,-56.4366569519043,-56.04612731933594,-56.139896392822266,-56.05979919433594,-55.7477912902832,-56.31836700439453,-56.74980545043945,-57.6186408996582,-58.16978454589844,-59.72832107543945,-60.56621170043945,-61.30267333984375,-62.015018463134766,-61.90959930419922,-61.96774673461914,-62.40131759643555,-62.168495178222656,-61.907039642333984,-62.83290481567383,-63.685035705566406,-64.00242614746094,-63.60647964477539,-63.64204406738281,-64.16834259033203,-63.78783416748047,-63.11296463012695,-62.107643127441406,-61.745208740234375,-62.04428482055664
happy,female,-59.860694885253906,-58.85812759399414,-58.14840316772461,-58.71800231933594,-59.338497161865234,-57.220516204833984,-54.42646026611328,-51.534175872802734,-49.06277847290039,-46.98755645751953,-45.034637451171875,-44.07014465332031,-43.51763153076172,-43.28022384643555,-43.04698181152344,-43.08674621582031,-43.69491958618164,-44.980220794677734,-47.462100982666016,-47.77772903442383,-47.64492416381836,-47.61338806152344,-48.47001266479492,-48.784244537353516,-47.99488067626953,-47.33855438232422,-47.03231430053711,-47.41042709350586,-47.344722747802734,-47.7430305480957,-47.972259521484375,-47.697418212890625,-48.5452995300293,-49.15026092529297,-48.9781379699707,-50.736968994140625,-51.12430953979492,-50.877845764160156,-50.3936767578125,-50.36321258544922,-51.20710754394531,-51.123287200927734,-50.518558502197266,-50.349857330322266,-50.7252311706543,-51.52851867675781,-51.581600189208984,-52.019676208496094,-51.80234146118164,-51.06895446777344,-50.4265022277832,-49.61376953125,-50.548789978027344,-50.73401641845703,-51.13823318481445,-51.79573440551758,-52.33034896850586,-51.7105598449707,-50.854583740234375,-50.31150436401367,-49.88911819458008,-49.27545166015625,-49.123905181884766,-49.22956466674805,-49.638099670410156,-50.596961975097656,-50.90663528442383,-50.56925582885742,-49.729576110839844,-50.73123550415039,-51.037879943847656,-50.7534294128418,-52.122222900390625,-53.018310546875,-53.301822662353516,-53.26483917236328,-53.18475341796875,-53.760223388671875,-54.148345947265625,-53.38961410522461,-52.421234130859375,-53.448463439941406,-53.35463333129883,-52.130741119384766,-51.6594352722168,-51.99495315551758,-51.55709457397461,-51.227073669433594,-51.13906478881836,-50.37384033203125,-50.305946350097656,-50.376953125,-50.640838623046875,-50.90266799926758,-51.29026794433594,-52.254005432128906,-52.53696060180664,-53.518821716308594,-54.63789367675781,-54.741600036621094,-55.546226501464844,-56.27708435058594,-55.67237091064453,-55.376251220703125,-55.979915618896484,-55.27097702026367,-55.601314544677734,-55.792869567871094,-56.579795837402344,-57.15907669067383,-58.63838195800781,-59.510276794433594,-60.466224670410156,-61.18440246582031,-61.253334045410156,-61.53843307495117,-61.69963455200195,-61.72273635864258,-61.39142990112305,-61.83640670776367,-62.69995880126953,-63.26003646850586,-63.50114059448242,-62.921295166015625,-63.452205657958984,-63.19357681274414,-62.71318435668945,-61.68373489379883
